Building IRN,Building Name,District IRN,District Name,County,Region,Address,"City, State, Zip Code",Phone #,Principal,Performance Index Score 2016-17,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus,Performance Index Score 2015-16,Performance Index Score 2014-15,Watermark
008219,Dawson-Bryant High School,047928,Dawson-Bryant Local,Lawrence,Region 15,1 Hornet Ln,"Coal Grove, OH, 45638-2994",(740) 532-6345,Dean E. Mader,80.970,67.5,D,0.0,22.4,17.9,30.9,19.4,9.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.282,92.446,
008227,Dawson-Bryant Middle School,047928,Dawson-Bryant Local,Lawrence,Region 15,1 Hornet Ln,"Coal Grove, OH, 45638-2994",(740) 532-1664,Richard R. Roach,86.763,72.3,C,0.0,15.1,18.6,29.6,26.0,10.7,0.0,115.455,96.2,0.0,0.0,0.0,4.5,36.4,59.1,0.0,84.932,84.621,
008242,Licking Heights North,048009,Licking Heights Local,Licking,Region 11,6507 Summit Rd SW,"Pataskala, OH, 43062-8767",(740) 927-3268,Tiffane C. Warren,95.701,79.8,C,0.0,8.8,13.5,28.3,26.4,22.6,0.3,115.244,96.0,0.0,0.0,1.2,6.1,31.7,57.3,3.7,92.834,94.326,
008250,Deer Park Jr/Sr High School,043851,Deer Park Community City,Hamilton,Region 13,8351 Plainfield Rd,"Cincinnati, OH, 45236-2445",(513) 891-0010,Stacy N. Orso,85.149,71.0,C,0.4,14.5,20.5,35.8,18.9,9.9,0.0,113.881,94.9,0.0,0.0,0.0,13.4,34.3,52.2,0.0,78.000,85.679,
008252,Green Primary School,050013,Green Local,Summit,Region 8,2300 Graybill Rd,"Uniontown, OH, 44685-8119",(330) 899-8700,Carrie A. Marochino,100.016,83.3,B,0.0,8.6,8.9,21.0,27.5,34.1,0.0,117.326,97.8,0.0,0.0,0.0,3.5,19.8,76.7,0.0,94.498,104.385,
008257,Glacier Ridge Elementary,047027,Dublin City,Franklin,Region 11,7175 Glacier Ridge Blvd,"Dublin, OH, 43017",(614) 733-0012,Peter J. Kurty,108.628,90.5,A,0.4,1.8,6.2,14.8,31.0,40.6,5.2,119.033,99.2,0.0,0.0,0.0,3.6,15.7,67.4,13.3,110.628,105.786,
008262,Jesup W. Scott High School,044909,Toledo City,Lucas,Region 1,2400 Collingwood Blvd,"Toledo, OH, 43620-1152",(419) 671-4000,Carnel L. Smith,46.837,39.0,F,4.8,54.1,26.9,12.7,1.2,0.4,0.0,66.667,55.6,6.7,26.7,20.0,46.7,0.0,0.0,0.0,41.094,63.670,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
008278,Noble Academy-Cleveland,008278,Noble Academy-Cleveland,Cuyahoga,Region 3,1200 E 200th St,"Euclid, OH, 44117-1111",(216) 486-8866,,74.437,62.0,D,0.0,24.0,28.0,29.2,12.9,5.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.511,85.296,
008280,Noble Academy-Columbus,008280,Noble Academy-Columbus,Franklin,Region 11,1329 Bethel Rd,"Columbus, OH, 43220-2611",(614) 326-0687,Abdulkadir Parlar,72.252,60.2,D,0.2,31.5,21.7,22.1,17.5,6.8,0.2,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.133,77.517,
008281,South Scioto Academy,008281,South Scioto Academy,Franklin,Region 11,2200 Winslow Dr,"Columbus, OH, 43207-2270",(614) 445-7684,Donnell Q. Drake,49.902,41.6,F,0.7,56.7,26.1,10.7,5.2,0.7,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.719,58.648,
008284,Dawson-Bryant Elementary School,047928,Dawson-Bryant Local,Lawrence,Region 15,4503 State Route 243,"Ironton, OH, 45638-8831",(740) 532-6898,Angela D. LaFon,107.453,89.5,B,0.0,2.0,7.3,18.2,27.0,45.5,0.0,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.991,91.797,
008286,Harvard Avenue Performance Academy,008286,Harvard Avenue Performance Academy,Cuyahoga,Region 3,12000 Harvard Ave,"Cleveland, OH, 44105-5444",(216) 283-5100,Brittiany Sanford,45.928,38.3,F,0.0,66.7,20.2,8.0,3.4,1.6,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.225,NC,
008287,Groveport Community School,008287,Groveport Community School,Franklin,Region 11,4485 S Hamilton Rd,"Groveport, OH, 43125-9334",(614) 574-0037,Dair F. Foster,71.366,59.5,D,0.0,29.8,25.3,26.6,13.3,5.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.946,72.939,
008290,Dennis,050427,Springboro Community City,Warren,Region 13,1695 S Main St,"Springboro, OH, 45066-1524",(937) 748-6070,Terrah N. Hunter,101.313,84.4,B,1.3,5.5,8.7,22.2,28.5,30.8,3.0,116.403,97.0,2.2,0.0,0.5,3.0,14.4,65.9,13.9,99.650,100.350,
008292,Defiance Middle School,043869,Defiance City,Defiance,Region 1,629 Arabella St,"Defiance, OH, 43512-2856",(419) 782-0050,Richard A. Peters,82.612,68.8,D,0.0,20.2,19.4,26.7,22.4,11.2,0.1,116.000,96.7,0.0,0.0,0.0,10.9,21.8,63.6,3.6,79.361,86.696,
008294,Five Points,050427,Springboro Community City,Warren,Region 13,650 E Lytle 5 Points Rd,"Centerville, OH, 45458-5000",(937) 748-6095,Traci L. Griffen,106.684,88.9,B,0.7,2.9,6.9,18.1,25.3,41.9,4.2,119.705,99.8,0.3,0.0,0.0,1.2,10.4,74.0,14.1,101.442,103.163,
008298,Lima Senior High School,044222,Lima City,Allen,Region 6,1 Spartan Way,"Lima, OH, 45801-4561",(419) 996-3000,MARY F. MORT,57.391,47.8,F,4.0,39.8,29.4,18.8,5.5,2.4,0.0,NC,NC,0.0,14.3,14.3,14.3,0.0,57.1,0.0,56.301,77.788,
008299,Dayton Boys Preparatory Academy,043844,Dayton City,Montgomery,Region 10,1923 W 3rd St,"Dayton, OH, 45417-2565",,Horace Lovelace,53.205,44.3,F,1.2,54.3,20.8,17.2,5.9,0.6,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.907,51.474,
008300,Defiance High School,043869,Defiance City,Defiance,Region 1,1755 Palmer Dr,"Defiance, OH, 43512-3422",(419) 784-2777,Robert R. Morton,80.370,67.0,D,0.0,13.8,30.1,39.5,12.7,4.0,0.0,109.474,91.2,0.0,0.0,0.0,31.6,42.1,26.3,0.0,76.135,94.244,
008304,Middlebranch Elementary School,049932,Plain Local,Stark,Region 9,7500 Middlebranch Ave NE,"Canton, OH, 44721-2138",(330) 491-3750,Jill M. Downing,98.558,82.1,B,0.0,11.6,8.7,16.1,26.0,37.2,0.4,115.778,96.5,0.0,0.0,1.5,5.9,23.0,68.1,1.5,97.660,98.167,
008309,Lorain High School,044263,Lorain City,Lorain,Region 2,2600 Ashland Ave,"Lorain, OH, 44052-4450",(440) 282-9191,Robin M. Hopkins,58.835,49.0,F,4.0,40.1,25.6,21.9,5.7,2.7,0.1,103.592,86.3,0.0,1.0,8.7,39.8,25.2,23.3,1.9,58.409,82.086,
008318,Delhi Middle School,047373,Oak Hills Local,Hamilton,Region 13,5280 Foley Rd,"Cincinnati, OH, 45238-4810",(513) 922-8400,Scott E. Toon,90.508,75.4,C,0.1,11.2,18.6,27.1,26.9,16.0,0.0,114.630,95.5,0.0,0.0,0.6,11.1,27.8,60.5,0.0,90.310,91.070,
008326,Dellroy Elementary School,045278,Carrollton Exempted Village,Carroll,Region 12,34 Main St,"Dellroy, OH, 44620-9668",(330) 735-2850,Darin W. Abel,88.987,74.2,C,0.0,9.3,24.2,29.5,22.5,14.5,0.0,111.905,93.3,0.0,0.0,4.8,14.3,23.8,57.1,0.0,81.565,87.983,
008334,Delta Elementary School,047084,Pike-Delta-York Local,Fulton,Region 1,1099 Panther Pride Drive,"Delta, OH, 43515-1146",(419) 822-5630,Ellen L. Bernal,92.939,77.4,C,0.2,10.4,15.3,28.2,28.0,16.3,1.6,115.395,96.2,0.0,0.0,1.3,9.2,31.6,46.1,11.8,93.543,95.326,
008342,Pike-Delta-York High School,047084,Pike-Delta-York Local,Fulton,Region 1,605 Taylor St,"Delta, OH, 43515-1045",(419) 822-8247,Kristie L. Reighard,79.918,66.6,D,0.3,19.6,24.7,31.5,12.0,10.1,1.9,120.667,100.6,0.0,0.0,0.0,0.0,13.3,66.7,20.0,76.621,96.392,
008359,Pike-Delta-York Middle School,047084,Pike-Delta-York Local,Fulton,Region 1,1101 Panther Pride Dr,"Delta, OH, 43515-9345",(419) 822-9118,Douglas J. Ford,98.530,82.1,B,0.0,6.4,15.0,24.7,25.4,21.2,7.4,120.841,100.7,0.0,0.0,0.9,6.5,13.1,39.3,40.2,91.626,96.292,
008375,Demmitt Elementary School,044958,Vandalia-Butler City,Montgomery,Region 10,1010 E National Rd,"Vandalia, OH, 45377-3204",(937) 415-6500,Garry L. Martin,91.896,76.6,C,0.0,12.3,16.6,22.3,27.0,20.9,0.9,118.000,98.3,0.0,0.0,0.0,0.0,20.0,80.0,0.0,81.786,101.270,
008383,Denison,043786,Cleveland Municipal,Cuyahoga,Region 3,3799 W 33rd St,"Cleveland, OH, 44109-2572",(216) 838-3250,Sonja T. Thornton-Clark,60.980,50.8,D,2.7,40.0,25.5,18.0,9.4,4.5,0.0,86.364,72.0,0.0,9.1,36.4,18.2,0.0,36.4,0.0,50.809,61.762,
008391,Dentzler Elementary School,044636,Parma City,Cuyahoga,Region 3,3600 Dentzler Rd,"Parma, OH, 44134-4961",(440) 885-2430,Renee M. Dzurnak,95.973,80.0,B,0.5,9.4,12.6,22.7,29.7,24.9,0.2,114.118,95.1,0.0,0.0,8.8,2.9,0.0,88.2,0.0,95.022,96.696,
008409,Denver Place Elementary School,045112,Wilmington City,Clinton,Region 14,291 Lorish Ave,"Wilmington, OH, 45177-1526",(937) 382-2380,KAREN L. LONG,89.972,75.0,C,0.0,16.7,12.6,25.2,24.2,21.4,0.0,118.148,98.5,0.0,0.0,0.0,5.6,7.4,87.0,0.0,86.317,87.338,
008433,Patrick Henry High School,047597,Patrick Henry Local,Henry,Region 1,6900 State Route 18,"Hamler, OH, 43524-9781",(419) 274-3015,Joshua M. Biederstedt,86.487,72.1,C,3.2,10.8,18.3,36.9,18.3,10.4,2.2,108.302,90.3,1.9,1.9,3.8,20.8,24.5,35.8,11.3,82.847,99.503,
008441,DeVeaux Elementary School,044909,Toledo City,Lucas,Region 1,2620 W Sylvania Ave,"Toledo, OH, 43613-4322",(419) 671-3200,SHAUN M. Mitchell,69.426,57.9,D,0.7,31.0,26.6,22.6,13.8,5.4,0.0,107.083,89.2,0.0,4.2,4.2,16.7,33.3,41.7,0.0,68.798,74.809,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
008474,Devonshire Alternative Elementary School,043802,Columbus City,Franklin,Region 11,6286 Ambleside Dr,"Columbus, OH, 43229-1984",(614) 365-5335,Patricia A. Price,73.079,60.9,D,0.0,30.3,22.4,23.2,16.0,7.8,0.3,115.588,96.3,0.0,0.0,0.0,11.8,26.5,55.9,5.9,70.703,80.473,
008490,Cleveland School of Arts Lower Campus,043786,Cleveland Municipal,Cuyahoga,Region 3,2501 E 61st St,"Cleveland, OH, 44104-1816",(216) 838-9150,Alisha Starks,62.345,52.0,D,0.0,39.6,29.1,18.0,9.8,3.6,0.0,91.071,75.9,0.0,10.7,17.9,28.6,28.6,14.3,0.0,63.351,81.546,
008508,West Muskingum Elementary School,048884,West Muskingum Local,Muskingum,Region 12,200 Kimes Rd,"Zanesville, OH, 43701-8913",(740) 455-4058,Elizabeth A. Carpenter,87.722,73.1,C,0.0,16.3,15.4,28.1,27.6,12.6,0.0,111.277,92.7,0.0,2.1,2.1,6.4,42.6,46.8,0.0,84.915,90.699,
008532,Dixie High School,048710,New Lebanon Local,Montgomery,Region 10,300 S Fuls Rd,"New Lebanon, OH, 45345-9120",(937) 687-1366,Brad E. Wolgast,80.085,66.7,D,0.6,16.8,26.5,33.6,15.1,7.1,0.3,113.000,94.2,0.0,0.0,3.3,13.3,26.7,53.3,3.3,80.870,96.281,
008540,Joshua Dixon Elementary School,045328,Columbiana Exempted Village,Columbiana,Region 5,333 N Middle St,"Columbiana, OH, 44408-1001",(330) 482-5355,Kimberly S. Sharshan,106.087,88.4,B,0.0,3.0,8.5,16.7,28.1,43.7,0.0,NC,NC,0.0,0.0,0.0,0.0,12.5,87.5,0.0,102.613,100.360,
008557,Eaton Middle School,043935,Eaton Community City,Preble,Region 10,602 Hillcrest Dr,"Eaton, OH, 45320-8501",(937) 456-2286,Derek T. Flatter,92.562,77.1,C,0.4,11.2,15.3,27.4,24.0,20.5,1.2,117.193,97.7,0.0,0.0,0.0,3.5,22.8,71.9,1.8,87.206,88.452,
008573,Dobbins Elementary School,048348,Poland Local,Mahoning,Region 5,3030 Dobbins Rd,"Poland, OH, 44514-2324",(330) 757-7011,Michael J. Daley,100.434,83.7,B,0.5,6.8,8.5,22.2,32.9,28.7,0.3,NC,NC,0.0,0.0,0.0,0.0,0.0,86.7,13.3,97.883,102.804,
008581,Dominion Middle School,043802,Columbus City,Franklin,Region 11,330 E Dominion Blvd,"Columbus, OH, 43214-2212",(614) 365-6020,Dorothy K. Flanagan,78.674,65.6,D,2.8,23.7,17.6,22.9,17.1,14.0,1.9,109.311,91.1,3.3,1.2,2.4,11.7,27.5,45.2,8.7,79.993,77.418,
008607,Donnell Middle School,043984,Findlay City,Hancock,Region 1,301 Baldwin Ave,"Findlay, OH, 45840-2205",(419) 425-8370,Donald Williams,88.359,73.6,C,0.2,14.9,17.9,25.2,23.9,16.1,1.8,114.085,95.1,0.0,0.6,1.8,9.5,32.0,47.9,8.2,86.566,94.600,
008615,Donnelsville Elementary School,046243,Tecumseh Local,Clark,Region 10,PO Box 130,"Donnelsville, OH, 45319-0130",(937) 845-4540,John P. Burkholder,81.479,67.9,D,0.0,23.2,18.3,24.2,19.7,12.7,1.9,121.538,101.3,0.0,0.0,0.0,0.0,23.1,38.5,38.5,75.821,91.032,
008623,Dorothy E Lewis Elementary School,046607,Solon City,Cuyahoga,Region 3,32345 Cannon Rd,"Solon, OH, 44139-1645",(440) 349-6225,Michael J. Acomb,114.457,95.4,A,0.0,1.1,1.7,8.4,19.8,68.0,1.1,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,113.912,112.090,
008649,Dorr Street Elementary School,048223,Springfield Local,Lucas,Region 1,1205 King Rd,"Toledo, OH, 43617-2013",(419) 867-5666,Cheri L. Copeland-Shull,94.563,78.8,C,0.0,9.8,14.6,26.6,25.9,23.0,0.2,118.108,98.4,0.0,0.0,0.0,2.7,16.2,78.4,2.7,93.583,96.243,
008672,Searfoss Elementary School,047985,Johnstown-Monroe Local,Licking,Region 11,200 Leafy Dell Rd,"Johnstown, OH, 43031-1282",(740) 967-5461,Janet P. Smith,97.465,81.2,B,0.0,8.3,11.3,27.9,27.2,25.4,0.0,117.164,97.6,0.0,0.0,0.0,4.5,19.4,76.1,0.0,98.491,94.587,
008680,Memorial School,043786,Cleveland Municipal,Cuyahoga,Region 3,410 E 152nd St,"Cleveland, OH, 44110-1729",(216) 838-0850,,55.850,46.5,F,1.1,46.9,27.5,17.9,5.7,0.9,0.0,NC,NC,0.0,0.0,0.0,66.7,0.0,33.3,0.0,50.162,61.943,
008698,Frederick Douglass Elementary School,043752,Cincinnati City,Hamilton,Region 13,2627 Park Ave,"Cincinnati, OH, 45206-1476",(513) 363-1900,Jeffery A. Hall,51.417,42.8,F,1.0,54.6,26.0,11.3,3.4,3.7,0.0,NC,NC,0.0,20.0,20.0,40.0,0.0,20.0,0.0,48.410,62.060,
008706,Dover Avenue Elementary School,043893,Dover City,Tuscarawas,Region 12,125 W 13th St,"Dover, OH, 44622-2614",(330) 364-7117,Renee J. Sattler,103.210,86.0,B,0.0,5.9,6.9,19.7,34.1,33.4,0.0,117.317,97.8,0.0,0.0,0.0,1.2,24.4,74.4,0.0,96.264,103.083,
008714,Dover Elementary School,045062,Westlake City,Cuyahoga,Region 3,2300 Dover Center Rd,"Westlake, OH, 44145-3102",(440) 835-6322,Timothy R. Barrett,109.735,91.4,A,0.0,2.9,4.4,12.9,26.5,50.6,2.6,119.892,99.9,0.0,0.0,0.0,0.0,10.8,79.6,9.7,109.390,106.997,
008722,Dover High School,043893,Dover City,Tuscarawas,Region 12,520 N Walnut St,"Dover, OH, 44622-2852",(330) 364-7148,Teresa M. Alberts,89.357,74.5,C,0.4,11.5,16.7,37.7,22.4,11.3,0.0,110.270,91.9,0.0,0.0,3.6,20.7,34.2,41.4,0.0,84.620,99.723,
008730,Dowds Elementary School,044776,Shelby City,Richland,Region 7,18 Seneca Dr,"Shelby, OH, 44875-1862",(419) 342-4641,Kristin L. Jones,97.143,81.0,B,0.0,7.9,12.5,26.2,30.0,23.3,0.0,118.571,98.8,0.0,0.0,0.0,0.0,14.3,85.7,0.0,95.408,91.312,
008748,Chippewa Middle School,050534,Chippewa Local,Wayne,Region 9,257 High St,"Doylestown, OH, 44230-1334",(330) 658-2214,Steven R. Watkins,101.236,84.4,B,0.3,5.5,10.1,21.3,32.8,28.8,1.2,114.574,95.5,0.0,0.0,2.1,5.3,36.2,51.1,5.3,98.348,100.914,
008763,Indian Hill Elementary School,045435,Indian Hill Exempted Village,Hamilton,Region 13,6100 Drake Rd,"Cincinnati, OH, 45243-3335",(513) 272-4703,Whitney Buell,112.207,93.5,A,0.6,1.5,3.3,8.4,20.8,65.0,0.4,117.889,98.2,0.7,0.0,0.1,1.3,9.3,87.7,0.7,109.381,109.732,
008789,Driscoll Elementary School,043737,Centerville City,Montgomery,Region 10,5767 Marshall Rd,"Dayton, OH, 45429-6024",(937) 434-0562,Cherie L. Colopy,95.104,79.3,C,0.0,10.2,14.9,21.6,24.6,28.5,0.2,116.957,97.5,0.0,0.0,0.0,4.3,22.8,71.7,1.1,94.796,98.622,
008805,Dueber Elementary School,043711,Canton City,Stark,Region 9,815 Dueber Ave SW,"Canton, OH, 44706-1214",(330) 580-3517,Jolinda Seiple,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
008813,Dunbar Elementary School,044883,Tallmadge City,Summit,Region 8,731 Dunbar Rd,"Tallmadge, OH, 44278-3103",(330) 633-4515,Courtney A. Davis,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
008821,Dunbar Early College High School,043844,Dayton City,Montgomery,Region 10,1400 Albritton Dr,"Dayton, OH, 45408-2480",(937) 542-6760,Crystal L. Phillips,42.891,35.7,F,0.2,69.0,21.8,7.8,1.2,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.637,65.866,
008839,Duncan Falls Elementary School,048843,Franklin Local,Muskingum,Region 12,PO Box 398,"Duncan Falls, OH, 43734-0398",(740) 674-5211,Dustan C. Henderson,96.386,80.3,B,0.0,8.8,13.3,23.9,29.1,24.9,0.0,116.984,97.5,0.0,0.0,0.0,4.8,20.6,74.6,0.0,91.985,95.121,
008847,Philo Junior High School,048843,Franklin Local,Muskingum,Region 12,PO Box 178,"Philo, OH, 43771-0178",(740) 674-5210,Robert B. Preston,85.849,71.5,C,1.2,14.5,20.7,25.7,21.7,15.8,0.5,116.212,96.8,0.0,0.0,0.0,4.5,34.8,54.5,6.1,84.769,92.797,
008854,Dundee Elementary School,050278,Garaway Local,Tuscarawas,Region 12,PO Box 145,"Dundee, OH, 44624-0145",(330) 852-2022,Curtis Fisher,75.923,63.3,D,24.9,3.4,8.6,18.0,23.6,21.5,0.0,106.667,88.9,6.7,0.0,0.0,6.7,40.0,46.7,0.0,96.667,72.681,
008888,Dunloe Elementary School,046979,Groveport Madison Local,Franklin,Region 11,3200 Dunloe Rd,"Columbus, OH, 43232-5969",(614) 833-2008,Naim Q. Sanders,70.507,58.8,D,0.2,31.4,24.1,26.6,11.6,6.1,0.0,111.333,92.8,0.0,0.0,0.0,33.3,20.0,46.7,0.0,68.410,75.957,
008896,Durling Middle School,048132,Clearview Local,Lorain,Region 2,100 N Ridge Rd W,"Lorain, OH, 44053-3751",(440) 233-6869,Laura D. Manning,79.358,66.1,D,0.4,20.6,23.3,28.7,19.9,7.0,0.1,106.583,88.8,0.8,0.8,5.0,26.7,35.0,30.0,1.7,79.205,81.680,
008912,Duxberry Park Alternative Elementary School,043802,Columbus City,Franklin,Region 11,1779 E Maynard Ave,"Columbus, OH, 43219-1080",(614) 365-6023,Nicole E. Henry,63.429,52.9,D,0.0,41.0,25.1,17.5,11.7,4.8,0.0,NC,NC,0.0,25.0,12.5,0.0,12.5,50.0,0.0,61.495,76.346,
008920,E A Powell Elementary School,050708,North Baltimore Local,Wood,Region 1,500 N Main St,"North Baltimore, OH, 45872-1139",(419) 257-2124,Ryan G. Delaney,89.755,74.8,C,0.0,10.4,20.4,31.4,23.5,14.3,0.0,116.364,97.0,0.0,0.0,0.0,9.1,18.2,72.7,0.0,86.430,94.427,
008933,Rosa Parks Elementary School,044404,Middletown City,Butler,Region 13,1210 S Verity Pkwy,"Middletown, OH, 45044-5611",(513) 420-4552,Bryan C. Cannon,63.966,53.3,D,0.5,38.4,26.0,22.2,8.3,4.6,0.0,117.333,97.8,0.0,0.0,0.0,6.7,13.3,80.0,0.0,61.841,75.934,
008946,East Elementary School,045625,Upper Sandusky Exempted Village,Wyandot,Region 7,401 N 3rd St,"Upper Sandusky, OH, 43351-1105",(419) 294-2396,Angela D. Murphy,94.868,79.1,C,0.0,11.6,9.5,33.9,21.7,23.3,0.0,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,87.263,90.000,
008953,East Canton Elementary School,049916,Osnaburg Local,Stark,Region 9,310 Browning Ct N,"East Canton, OH, 44730-1248",(330) 488-0392,Rebecca J. Carter,94.454,78.7,C,0.0,12.2,10.7,25.2,31.3,20.4,0.2,118.571,98.8,0.0,0.0,0.0,0.0,17.9,78.6,3.6,93.818,95.099,
008961,East Canton High School,049916,Osnaburg Local,Stark,Region 9,310 Browning Ct N,"East Canton, OH, 44730-1248",(330) 488-0316,Andrew J. Mangun,79.781,66.5,D,0.0,18.4,25.9,34.6,12.3,8.3,0.4,111.250,92.7,0.0,0.0,4.2,12.5,41.7,37.5,4.2,72.464,93.164,
008979,Midview West Elementary School,048173,Midview Local,Lorain,Region 2,13080 Durkee Rd,"Grafton, OH, 44044-1122",(440) 748-2305,Patricia M. Hamilton,98.689,82.2,B,0.0,8.1,10.4,23.3,31.2,26.6,0.4,118.824,99.0,0.0,0.0,0.0,1.0,12.7,83.3,2.9,98.111,98.229,
008983,Wyandot Early Childhood School,046110,Lakota Local,Butler,Region 13,7667 Summerlin Blvd,"Liberty, OH, 45044-9377",(513) 759-8100,Mary L. Brophy,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
008984,Endeavor Elementary School,046110,Lakota Local,Butler,Region 13,4400 Smith Rd,"West, OH, 45069",(513) 759-8300,Andrea L. Blevins,98.114,81.8,B,1.2,8.4,10.7,20.2,25.8,33.1,0.8,116.604,97.2,0.9,0.0,0.2,2.8,18.7,74.2,3.0,96.241,94.926,
008987,East Clark,043786,Cleveland Municipal,Cuyahoga,Region 3,885 E 146th St,"Cleveland, OH, 44110-3701",(216) 838-0650,Charlene L. Hilliard,48.575,40.5,F,1.6,57.8,24.7,11.3,3.8,0.8,0.0,NC,NC,0.0,75.0,0.0,0.0,25.0,0.0,0.0,45.374,53.593,
008995,East Clinton High School,046409,East Clinton Local,Clinton,Region 14,174 Larrick Rd,"Sabina, OH, 45169",(937) 584-2474,,73.534,61.3,D,0.5,24.1,27.4,31.2,14.2,2.5,0.0,109.333,91.1,0.0,0.0,0.0,20.0,66.7,13.3,0.0,68.632,93.061,
009001,East Columbus Elementary School,043802,Columbus City,Franklin,Region 11,3100 E. 7th Ave,"Columbus, OH, 43219",(614) 365-6147,Jaime P. Spreen,63.830,53.2,D,1.2,37.4,26.6,21.3,8.5,5.0,0.0,NC,NC,0.0,0.0,16.7,50.0,0.0,33.3,0.0,61.250,69.863,
009027,East End Elementary School,045112,Wilmington City,Clinton,Region 14,769 Rombach Ave,"Wilmington, OH, 45177-1933",(937) 382-2443,Jennifer E. Martin,82.143,68.5,D,2.9,18.5,18.5,20.8,24.4,14.9,0.0,117.857,98.2,0.0,0.0,0.0,0.0,21.4,78.6,0.0,81.439,88.782,
009029,Barack Obama School,044305,Maple Heights City,Cuyahoga,Region 3,5800 Glenwood Ave,"Maple Heights, OH, 44137-3700",(216) 438-6020,Matthew R. Bryan,61.679,51.4,D,0.2,44.2,22.8,17.7,10.5,4.6,0.0,NC,NC,0.0,0.0,0.0,0.0,37.5,62.5,0.0,62.120,71.026,
009030,Abraham Lincoln School,044305,Maple Heights City,Cuyahoga,Region 3,6009 Dunham Rd,"Maple Heights, OH, 44137-4407",(216) 438-6030,Dawn S. Besteder,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
009031,J.F. Kennedy School,044305,Maple Heights City,Cuyahoga,Region 3,5933 Dunham Rd,"Maple Heights, OH, 44137-4053",(216) 438-6010,Zelina M. Pames,70.925,59.1,D,0.2,34.6,20.2,20.9,14.3,9.8,0.0,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,69.117,77.132,
009038,Toledo Early College High School,044909,Toledo City,Lucas,Region 1,2801 W Bancroft St,"Toledo, OH, 43606-3523",(419) 530-3003,Karen A. Berman,102.363,85.3,B,0.0,0.8,7.2,46.8,32.1,13.1,0.0,109.189,91.0,0.0,0.0,0.0,37.8,32.4,29.7,0.0,96.812,104.820,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
009043,East Knox Junior/Senior High School,047845,East Knox Local,Knox,Region 7,23227 Coshocton Rd,"Howard, OH, 43028-9362",(740) 599-7000,Alan S. Keesee,76.142,63.5,D,0.0,25.3,22.1,31.0,16.4,5.2,0.0,106.579,88.8,0.0,2.6,2.6,28.9,36.8,28.9,0.0,74.409,91.981,
009075,Johnnycake Corners Elementary School,046763,Olentangy Local,Delaware,Region 11,6783 Falling Meadows Dr,"Galena, OH, 43021-8089",(740) 657-5650,Cynthia L. DeAngelis,107.889,89.9,B,0.3,1.9,6.0,16.2,31.9,43.4,0.2,116.624,97.2,0.0,0.0,0.8,3.0,23.6,71.7,0.8,107.961,109.962,
009076,East Linden Elementary School,043802,Columbus City,Franklin,Region 11,2505 Brentnell Ave,"Columbus, OH, 43211-1991",(614) 365-5459,Cheryl M. Jones,62.640,52.2,D,0.3,42.1,24.1,17.5,11.7,4.3,0.0,NC,NC,0.0,0.0,0.0,30.0,20.0,50.0,0.0,60.516,65.184,
009077,Hyatts Middle School,046763,Olentangy Local,Delaware,Region 11,6885 Sawmill Parkway,"Powell, OH, 43065",(740) 657-5400,Derrick S. Gilliam,103.088,85.9,B,0.6,3.8,9.3,21.8,31.2,29.6,3.6,115.194,96.0,0.8,0.0,0.9,6.8,28.5,54.9,8.2,101.589,107.455,
